country,country_code,city,place_name,category,description,rating,entry_fee_usd,visit_duration_hrs,best_time_to_visit,tags,lat,lon,is_unesco,continent,nearest_airport_iata,nearest_airport_name,avg_flight_price_usd
United States,XX,Grand Rapids,Grand Rapids Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Grand Rapids.,4.1,10,3,Morning,"Architecture,Spiritual",42.89696120963932,-85.52353275985132,No,Unknown,GRR,Gerald R. Ford International Airport,
United States,XX,Grand Rapids,Grand Rapids Central Square,Landmark,"The historic heart of Grand Rapids, bustling with locals and cafes.",4.7,10,3,Afternoon,"Iconic,Free",42.8910055412076,-85.5148417247067,No,Unknown,GRR,Gerald R. Ford International Airport,
United States,XX,Grand Rapids,Grand Rapids City Botanical Gardens,Park,A peaceful green oasis in the middle of Grand Rapids.,4.7,5,3,Morning,"Nature,Relaxing",42.86155622851591,-85.53309911517212,No,Unknown,GRR,Gerald R. Ford International Airport,
United States,XX,Wink,Wink Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Wink.",4.6,25,2,Evening,"Nightlife,Food",31.797043615393633,-103.20601346331705,No,Unknown,INK,Winkler County Airport,
United States,XX,Wink,Wink Scenic Lookout Point,Nature,Panoramic views of Wink and its surroundings.,4.5,0,1,Sunset,"Views,Nature",31.76309262376616,-103.22012543541672,No,Unknown,INK,Winkler County Airport,
United States,XX,Fresno,Fresno Central Square,Landmark,"The historic heart of Fresno, bustling with locals and cafes.",4.3,10,1,Afternoon,"Iconic,Free",36.77430826926387,-119.71659177011938,No,Unknown,FAT,Fresno Yosemite International Airport,
United States,XX,Fresno,Fresno Scenic Lookout Point,Nature,Panoramic views of Fresno and its surroundings.,4.7,10,3,Sunset,"Views,Nature",36.78665336873928,-119.72329996899735,No,Unknown,FAT,Fresno Yosemite International Airport,
United States,XX,Fresno,Fresno City Botanical Gardens,Park,A peaceful green oasis in the middle of Fresno.,4.8,0,1,Morning,"Nature,Relaxing",36.77250302137419,-119.71901801868579,No,Unknown,FAT,Fresno Yosemite International Airport,
United States,XX,Vero Beach,Vero Beach Scenic Lookout Point,Nature,Panoramic views of Vero Beach and its surroundings.,4.3,10,3,Sunset,"Views,Nature",27.637829966358613,-80.40567408180854,No,Unknown,VRB,Vero Beach Regional Airport,
United States,XX,Vero Beach,Vero Beach Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Vero Beach.",4.7,25,1,Evening,"Nightlife,Food",27.67059854202456,-80.42159617298542,No,Unknown,VRB,Vero Beach Regional Airport,
United States,XX,Vero Beach,Vero Beach City Botanical Gardens,Park,A peaceful green oasis in the middle of Vero Beach.,4.1,5,1,Morning,"Nature,Relaxing",27.67267630338654,-80.40877934463388,No,Unknown,VRB,Vero Beach Regional Airport,
United States,XX,Imperial,Imperial National Museum,Museum,Explore the deep history and culture of United States in Imperial.,4.2,25,2,Morning,"History,Culture",32.84668851899066,-115.57448345549622,No,Unknown,IPL,Imperial County Airport,
United States,XX,Imperial,Imperial City Botanical Gardens,Park,A peaceful green oasis in the middle of Imperial.,4.1,15,3,Morning,"Nature,Relaxing",32.82478614137506,-115.5933190993885,No,Unknown,IPL,Imperial County Airport,
United States,XX,Imperial,Imperial Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Imperial.,4.2,15,3,Morning,"Architecture,Spiritual",32.83438221396063,-115.5811377729682,No,Unknown,IPL,Imperial County Airport,
United States,XX,Nashville,Nashville Central Square,Landmark,"The historic heart of Nashville, bustling with locals and cafes.",4.2,25,3,Afternoon,"Iconic,Free",36.128761298574425,-86.68446453550607,No,Unknown,BNA,Nashville International Airport,
United States,XX,Nashville,Nashville Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Nashville.,4.3,15,3,Morning,"Architecture,Spiritual",36.11175483784451,-86.69761815226325,No,Unknown,BNA,Nashville International Airport,
United States,XX,Laredo,Laredo Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Laredo.,4.2,25,2,Morning,"Architecture,Spiritual",27.533366417915552,-99.45614956393179,No,Unknown,LRD,Laredo International Airport,
United States,XX,Laredo,Laredo National Museum,Museum,Explore the deep history and culture of United States in Laredo.,4.8,5,2,Morning,"History,Culture",27.544605734069492,-99.45044893460198,No,Unknown,LRD,Laredo International Airport,
United States,XX,Laredo,Laredo City Botanical Gardens,Park,A peaceful green oasis in the middle of Laredo.,4.4,10,2,Morning,"Nature,Relaxing",27.55937172321074,-99.47693982734292,No,Unknown,LRD,Laredo International Airport,
United States,XX,Kotzebue,Kotzebue Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Kotzebue.",4.2,10,2,Evening,"Nightlife,Food",66.89085319452104,-162.59767656897583,No,Unknown,OTZ,Ralph Wien Memorial Airport,
United States,XX,Kotzebue,Kotzebue Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Kotzebue.,4.8,0,3,Morning,"Architecture,Spiritual",66.8693642273225,-162.58335520785388,No,Unknown,OTZ,Ralph Wien Memorial Airport,
United States,XX,Altoona,Altoona Central Square,Landmark,"The historic heart of Altoona, bustling with locals and cafes.",4.4,15,3,Afternoon,"Iconic,Free",40.27954688542185,-78.31709786586792,No,Unknown,AOO,Altoona Blair County Airport,
United States,XX,Altoona,Altoona Scenic Lookout Point,Nature,Panoramic views of Altoona and its surroundings.,4.0,10,2,Sunset,"Views,Nature",40.30814747322698,-78.3394009814051,No,Unknown,AOO,Altoona Blair County Airport,
United States,XX,Abilene,Abilene Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Abilene.,4.4,5,3,Morning,"Architecture,Spiritual",32.41167539076482,-99.85861416493913,No,Unknown,DYS,Dyess Air Force Base,
United States,XX,Abilene,Abilene Scenic Lookout Point,Nature,Panoramic views of Abilene and its surroundings.,4.4,15,2,Sunset,"Views,Nature",32.4205705809888,-99.8719782953456,No,Unknown,DYS,Dyess Air Force Base,
United States,XX,Abilene,Abilene National Museum,Museum,Explore the deep history and culture of United States in Abilene.,4.2,25,3,Morning,"History,Culture",32.437241810174505,-99.84595951329545,No,Unknown,DYS,Dyess Air Force Base,
United States,XX,El Dorado,El Dorado City Botanical Gardens,Park,A peaceful green oasis in the middle of El Dorado.,4.7,15,3,Morning,"Nature,Relaxing",33.21245335896259,-92.80448774027198,No,Unknown,ELD,South Arkansas Regional At Goodwin Field,
United States,XX,El Dorado,El Dorado Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of El Dorado.,4.3,5,2,Morning,"Architecture,Spiritual",33.21988022615222,-92.81556904349289,No,Unknown,ELD,South Arkansas Regional At Goodwin Field,
United States,XX,El Dorado,El Dorado Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in El Dorado.",4.2,10,2,Evening,"Nightlife,Food",33.24097520313404,-92.8191950142026,No,Unknown,ELD,South Arkansas Regional At Goodwin Field,
United States,XX,New York,New York Scenic Lookout Point,Nature,Panoramic views of New York and its surroundings.,4.4,10,2,Sunset,"Views,Nature",40.76898137317041,-73.89240710258211,No,Unknown,LGA,La Guardia Airport,420.0
United States,XX,New York,New York Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in New York.",4.8,15,2,Evening,"Nightlife,Food",40.76984203468924,-73.88892387882119,No,Unknown,LGA,La Guardia Airport,420.0
United States,XX,Tallahassee,Tallahassee Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Tallahassee.",4.4,15,1,Evening,"Nightlife,Food",30.416487680587377,-84.34747391077633,No,Unknown,TLH,Tallahassee Regional Airport,
United States,XX,Tallahassee,Tallahassee National Museum,Museum,Explore the deep history and culture of United States in Tallahassee.,4.3,15,1,Morning,"History,Culture",30.413128830232825,-84.36717077565771,No,Unknown,TLH,Tallahassee Regional Airport,
United States,XX,West Chicago,West Chicago Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in West Chicago.",4.6,0,1,Evening,"Nightlife,Food",41.89544012222132,-88.2331744983773,No,Unknown,DPA,Dupage Airport,
United States,XX,West Chicago,West Chicago City Botanical Gardens,Park,A peaceful green oasis in the middle of West Chicago.,4.2,5,3,Morning,"Nature,Relaxing",41.897742824755746,-88.25913081464216,No,Unknown,DPA,Dupage Airport,
United States,XX,West Chicago,West Chicago Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of West Chicago.,4.4,25,2,Morning,"Architecture,Spiritual",41.89098613748689,-88.26175359107914,No,Unknown,DPA,Dupage Airport,
United States,XX,Augusta,Augusta City Botanical Gardens,Park,A peaceful green oasis in the middle of Augusta.,4.1,10,3,Morning,"Nature,Relaxing",44.3112584037523,-69.81687828677002,No,Unknown,AUG,Augusta State Airport,
United States,XX,Augusta,Augusta Scenic Lookout Point,Nature,Panoramic views of Augusta and its surroundings.,4.5,25,3,Sunset,"Views,Nature",44.312131967907,-69.79050786679238,No,Unknown,AUG,Augusta State Airport,
United States,XX,Augusta,Augusta Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Augusta.",4.4,5,2,Evening,"Nightlife,Food",44.33408854472962,-69.81568554108748,No,Unknown,AUG,Augusta State Airport,
United States,XX,Molokai,Molokai City Botanical Gardens,Park,A peaceful green oasis in the middle of Molokai.,4.6,0,1,Morning,"Nature,Relaxing",21.16705908604753,-157.0983278691542,No,Unknown,MKK,Molokai Airport,
United States,XX,Molokai,Molokai Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Molokai.,4.9,0,3,Morning,"Architecture,Spiritual",21.153411541538794,-157.09274630793624,No,Unknown,MKK,Molokai Airport,
United States,XX,Molokai,Molokai Central Square,Landmark,"The historic heart of Molokai, bustling with locals and cafes.",4.2,10,3,Afternoon,"Iconic,Free",21.170644609401354,-157.08127806642761,No,Unknown,MKK,Molokai Airport,
United States,XX,Fort Knox,Fort Knox Scenic Lookout Point,Nature,Panoramic views of Fort Knox and its surroundings.,4.6,5,2,Sunset,"Views,Nature",37.902066631542446,-85.96868004915936,No,Unknown,FTK,Godman Army Air Field,
United States,XX,Fort Knox,Fort Knox Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Fort Knox.,4.4,10,2,Morning,"Architecture,Spiritual",37.911920925897405,-85.95715857890325,No,Unknown,FTK,Godman Army Air Field,
United States,XX,San Angelo,San Angelo City Botanical Gardens,Park,A peaceful green oasis in the middle of San Angelo.,4.9,15,1,Morning,"Nature,Relaxing",31.359001447857988,-100.48239779144888,No,Unknown,SJT,San Angelo Regional Mathis Field,
United States,XX,San Angelo,San Angelo National Museum,Museum,Explore the deep history and culture of United States in San Angelo.,4.4,0,3,Morning,"History,Culture",31.33912090556873,-100.50457091944799,No,Unknown,SJT,San Angelo Regional Mathis Field,
United States,XX,San Angelo,San Angelo Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of San Angelo.,4.4,25,2,Morning,"Architecture,Spiritual",31.34570269278737,-100.51291415346364,No,Unknown,SJT,San Angelo Regional Mathis Field,
United States,XX,Calexico,Calexico Central Square,Landmark,"The historic heart of Calexico, bustling with locals and cafes.",4.4,5,3,Afternoon,"Iconic,Free",32.68475745190164,-115.52107266789281,No,Unknown,CXL,Calexico International Airport,
United States,XX,Calexico,Calexico Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Calexico.,4.7,5,3,Morning,"Architecture,Spiritual",32.670211575234326,-115.49732979751192,No,Unknown,CXL,Calexico International Airport,
United States,XX,Calexico,Calexico City Botanical Gardens,Park,A peaceful green oasis in the middle of Calexico.,4.8,5,1,Morning,"Nature,Relaxing",32.661938841277745,-115.51765699710894,No,Unknown,CXL,Calexico International Airport,
United States,XX,Chico,Chico City Botanical Gardens,Park,A peaceful green oasis in the middle of Chico.,4.3,15,3,Morning,"Nature,Relaxing",39.79137487208191,-121.85474450516158,No,Unknown,CIC,Chico Municipal Airport,
United States,XX,Chico,Chico Central Square,Landmark,"The historic heart of Chico, bustling with locals and cafes.",4.1,25,3,Afternoon,"Iconic,Free",39.78612306695677,-121.8383927371138,No,Unknown,CIC,Chico Municipal Airport,
United States,XX,Chico,Chico Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Chico.",4.3,0,1,Evening,"Nightlife,Food",39.809254307328054,-121.85108117748261,No,Unknown,CIC,Chico Municipal Airport,
United States,XX,Burlington,Burlington Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Burlington.,4.5,5,3,Morning,"Architecture,Spiritual",44.45516754512203,-73.15868481667606,No,Unknown,BTV,Burlington International Airport,
United States,XX,Burlington,Burlington Central Square,Landmark,"The historic heart of Burlington, bustling with locals and cafes.",4.0,5,3,Afternoon,"Iconic,Free",44.48778704785284,-73.1461339369861,No,Unknown,BTV,Burlington International Airport,
United States,XX,Durango,Durango Central Square,Landmark,"The historic heart of Durango, bustling with locals and cafes.",4.7,5,2,Afternoon,"Iconic,Free",37.13492276460187,-107.75439765809823,No,Unknown,DRO,Durango La Plata County Airport,
United States,XX,Durango,Durango Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Durango.",4.6,5,1,Evening,"Nightlife,Food",37.163254807920126,-107.74577319100923,No,Unknown,DRO,Durango La Plata County Airport,
United States,XX,Durango,Durango Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Durango.,4.2,10,3,Morning,"Architecture,Spiritual",37.152533938184554,-107.74197356449318,No,Unknown,DRO,Durango La Plata County Airport,
United States,XX,College Station,College Station National Museum,Museum,Explore the deep history and culture of United States in College Station.,4.7,0,3,Morning,"History,Culture",30.602338344243343,-96.34497119253196,No,Unknown,CLL,Easterwood Field,
United States,XX,College Station,College Station City Botanical Gardens,Park,A peaceful green oasis in the middle of College Station.,4.8,0,1,Morning,"Nature,Relaxing",30.572309258099217,-96.35081045089754,No,Unknown,CLL,Easterwood Field,
United States,XX,Milwaukee,Milwaukee Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Milwaukee.",4.8,0,2,Evening,"Nightlife,Food",42.95086979322612,-87.88354511402805,No,Unknown,MKE,General Mitchell International Airport,
United States,XX,Milwaukee,Milwaukee National Museum,Museum,Explore the deep history and culture of United States in Milwaukee.,4.2,0,1,Morning,"History,Culture",42.93380806621316,-87.87906048803255,No,Unknown,MKE,General Mitchell International Airport,
United States,XX,Milwaukee,Milwaukee Scenic Lookout Point,Nature,Panoramic views of Milwaukee and its surroundings.,4.2,0,3,Sunset,"Views,Nature",42.9567354305328,-87.89585503025934,No,Unknown,MKE,General Mitchell International Airport,
United States,XX,Portland,Portland Central Square,Landmark,"The historic heart of Portland, bustling with locals and cafes.",4.3,0,1,Afternoon,"Iconic,Free",45.59702551183519,-122.60511978577598,No,Unknown,PDX,Portland International Airport,
United States,XX,Portland,Portland Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Portland.,4.6,25,1,Morning,"Architecture,Spiritual",45.58756614656725,-122.610069698873,No,Unknown,PDX,Portland International Airport,
